discount,discountPercentage,discountedFee,fee,id,lab_id,test_name,test_type,lab_name
360,20,1440,1800,62639,9,"X-Ray Acromioclavicular Joint, - Complete",Radiology,Excel Labs
360,20,1440,1800,62640,9,"X-Ray Adenoides, Lat",Radiology,Excel Labs
360,20,1440,1800,62641,9,X-Ray Adenoids (Neck Lat View) Child,Radiology,Excel Labs
360,20,1440,1800,62713,9,X-Ray Ankle AP,Radiology,Excel Labs
460,20,1840,2300,62714,9,X-Ray Ankle Ap/LT,Radiology,Excel Labs
460,20,1840,2300,62604,9,X-Ray Arm Ap/Lat,Radiology,Excel Labs
420,20,1680,2100,62629,9,"X-Ray B/L Tempro Mendibular Joint (T.M.J) open or close
mouth",Radiology,Excel Labs
1000,20,4000,5000,62711,9,X-Ray Barium Meal,Radiology,Excel Labs
1000,20,4000,5000,62710,9,X-Ray Barium Swallow,Radiology,Excel Labs
460,20,1840,2300,62800,9,X-Ray Both Foot AP,Radiology,Excel Labs
660,20,2640,3300,62799,9,X-Ray Both Foot AP + Lat,Radiology,Excel Labs
660,20,2640,3300,62801,9,X-Ray Both Hand AP,Radiology,Excel Labs
660,20,2640,3300,62716,9,X-Ray Both Hand Ap & Lt,Radiology,Excel Labs
500,20,2000,2500,62617,9,"X-Ray Both Hip Joint, Ap",Radiology,Excel Labs
500,20,2000,2500,62802,9,X-Ray Both Knee Skyline View,Radiology,Excel Labs
460,20,1840,2300,62805,9,X-Ray Both Shoulder AP,Radiology,Excel Labs
660,20,2640,3300,62806,9,X-Ray Both Shoulder AP / Lat,Radiology,Excel Labs
660,20,2640,3300,62718,9,X-Ray Both Wrist Ap& LT,Radiology,Excel Labs
440,20,1760,2200,62643,9,X-Ray Calacaneus Lateral + Axial,Radiology,Excel Labs
360,20,1440,1800,62635,9,"X-Ray Calcaneus AP, Lat (Heel)",Radiology,Excel Labs
360,20,1440,1800,62644,9,X-Ray Calcaneus Lateral,Radiology,Excel Labs
500,20,2000,2500,62606,9,X-Ray Cervical Spine Ap & Lat,Radiology,Excel Labs
360,20,1440,1800,62646,9,X-Ray Chest Ap View,Radiology,Excel Labs
360,20,1440,1800,62631,9,X-Ray Chest Lat (Left or right),Radiology,Excel Labs
360,20,1440,1800,62647,9,X-Ray Chest Lordotic View,Radiology,Excel Labs
360,20,1440,1800,62632,9,X-Ray Chest Oblique (Rt or Lt),Radiology,Excel Labs
360,20,1440,1800,62648,9,X-Ray Chest Oblique (Rt),Radiology,Excel Labs
200,20,800,1000,62605,9,X-Ray Chest PA View,Radiology,Excel Labs
600,20,2400,3000,62645,9,"X-Ray Chest, - PA + Lateral + Apical",Radiology,Excel Labs
360,20,1440,1800,62649,9,"X-Ray Chest, Apical View",Radiology,Excel Labs
500,20,2000,2500,62613,9,"X-Ray Chest, PA & Lat",Radiology,Excel Labs
360,20,1440,1800,62650,9,"X-Ray Clavicle, - Basic",Radiology,Excel Labs
360,20,1440,1800,62614,9,"X-Ray Clavicle, Ap",Radiology,Excel Labs
440,20,1760,2200,62651,9,"X-Ray Clavicle, Complete",Radiology,Excel Labs
500,20,2000,2500,62652,9,"X-Ray Coccyx - Complete, Ap + Lateral",Radiology,Excel Labs
460,20,1840,2300,62798,9,X-Ray Dorsal Spine AP + Lat,Radiology,Excel Labs
440,20,1760,2200,62615,9,"X-Ray Elbow, Ap & Lat",Radiology,Excel Labs
600,20,2400,3000,62653,9,"X-Ray Entire Infant Spine - Complete, Ap + Lateral",Radiology,Excel Labs
500,20,2000,2500,62628,9,X-Ray Facial bones Ap & Lat,Radiology,Excel Labs
420,20,1680,2100,62654,9,X-Ray Facial Bones Ap & Lat,Radiology,Excel Labs
500,20,2000,2500,62655,9,X-Ray Femur Ap/Lat,Radiology,Excel Labs
360,20,1440,1800,62656,9,"X-Ray Femur, Ap",Radiology,Excel Labs
360,20,1440,1800,62657,9,"X-Ray Femur, Lat",Radiology,Excel Labs
440,20,1760,2200,62620,9,"X-Ray Finger, Ap & Lat",Radiology,Excel Labs
460,20,1840,2300,62804,9,X-Ray Foot AP / Lat,Radiology,Excel Labs
600,20,2400,3000,62658,9,"X-Ray Foot, - Complete, Ap + Lateral + Oblique",Radiology,Excel Labs
440,20,1760,2200,62621,9,"X-Ray Foot, Ap & Lat",Radiology,Excel Labs
380,20,1520,1900,62642,9,X-Ray forarm  Ap/Lat,Radiology,Excel Labs
360,20,1440,1800,62715,9,X-Ray Hand AP,Radiology,Excel Labs
620,20,2480,3100,62660,9,"X-Ray Hand,  - Complete, PA + Oblique LT + Right",Radiology,Excel Labs
380,20,1520,1900,62661,9,"X-Ray Hand,  - Left, PA + Oblique",Radiology,Excel Labs
420,20,1680,2100,62659,9,"X-Ray Hand,  - PA + oblique Both",Radiology,Excel Labs
440,20,1760,2200,62662,9,"X-Ray Hand, - Right, PA + Oblique",Radiology,Excel Labs
500,20,2000,2500,62797,9,X-Ray Hip Joint Single Ap & LAt,Radiology,Excel Labs
290,20,1160,1450,62663,9,"X-Ray Hip,  - Basic, AP",Radiology,Excel Labs
600,20,2400,3000,62664,9,"X-Ray Hip,- Single Side Complete 1, Ap + Lauenstein",Radiology,Excel Labs
660,20,2640,3300,62665,9,"X-Ray Hips Both Hip Joint, - Ap&Lt",Radiology,Excel Labs
360,20,1440,1800,62666,9,"X-Ray Humerus, Ap / Lt",Radiology,Excel Labs
500,20,2000,2500,62667,9,"X-Ray Humerus, Ap + Lat",Radiology,Excel Labs
660,20,2640,3300,62668,9,X-Ray Knee (Both),Radiology,Excel Labs
440,20,1760,2200,62669,9,X-Ray Knee Ap + Lat + Obl,Radiology,Excel Labs
360,20,1440,1800,62670,9,"X-Ray Kub, Adult - Complete",Radiology,Excel Labs
360,20,1440,1800,62607,9,"X-Ray KUB, Ap",Radiology,Excel Labs
360,20,1440,1800,62671,9,"X-Ray Kub, Child - Complete",Radiology,Excel Labs
440,20,1760,2200,62672,9,X-Ray Leg Ap/Lat,Radiology,Excel Labs
360,20,1440,1800,62673,9,"X-Ray Leg, Ap",Radiology,Excel Labs
500,20,2000,2500,62608,9,X-Ray Lumber Spine Ap & Lat,Radiology,Excel Labs
500,20,2000,2500,62622,9,"X-Ray Lumbo Sacral Spine, Ap & Lat",Radiology,Excel Labs
500,20,2000,2500,62674,9,"X-Ray Lumbosacral Spine - Basic, Ap + Lateral",Radiology,Excel Labs
600,20,2400,3000,62675,9,"X-Ray Lumbosacral Spine - Complete, Ap + Lateral + Right Posterior Oblique+ Left Posterior Oblique, Flextion /
Extension",Radiology,Excel Labs
500,20,2000,2500,62676,9,X-Ray Mandible - Complete,Radiology,Excel Labs
440,20,1760,2200,62677,9,"X-Ray Mastoid, Both",Radiology,Excel Labs
360,20,1440,1800,62636,9,X-Ray Nasal Bones - Complete,Radiology,Excel Labs
360,20,1440,1800,62678,9,"X-Ray Neck for Soft Tissue - Basic, Lateral",Radiology,Excel Labs
500,20,2000,2500,62679,9,"X-Ray Neck for Soft Tissue - Complete, Ap + Lateral",Radiology,Excel Labs
360,20,1440,1800,62680,9,X-Ray Orbits - Basic,Radiology,Excel Labs
360,20,1440,1800,62630,9,X-Ray Orbits PA (Eyes),Radiology,Excel Labs
360,20,1440,1800,62681,9,"X-Ray Paranasal Sinuses - Basic, Waters",Radiology,Excel Labs
500,20,2000,2500,62682,9,"X-Ray Paranasal Sinuses - Complete, Water + Lateral",Radiology,Excel Labs
760,20,3040,3800,62683,9,"X-Ray Patella,  - Complete, Ap + lateral + Skyline",Radiology,Excel Labs
360,20,1440,1800,62610,9,X-Ray Pelvis,Radiology,Excel Labs
360,20,1440,1800,62684,9,"X-Ray Pelvis - Basic, Ap",Radiology,Excel Labs
860,20,3440,4300,62685,9,"X-Ray Pelvis - Complete, Ap + lateral + Inlet",Radiology,Excel Labs
360,20,1440,1800,62609,9,X-Ray PNSs,Radiology,Excel Labs
660,20,2640,3300,62686,9,"X-Ray Ribs - Complete, Ap + Anterior Oblique+ posterior
Oblique+ chest PA View",Radiology,Excel Labs
360,20,1440,1800,62618,9,"X-Ray Right Hip Joint, Ap",Radiology,Excel Labs
360,20,1440,1800,62619,9,"X-Ray Right Hip Joint, Lat",Radiology,Excel Labs
460,20,1840,2300,62687,9,X-Ray Sacro Coccee Bone Ap & Lat,Radiology,Excel Labs
420,20,1680,2100,62689,9,"X-Ray Sacro Illiac Joint (S.I Joint Complete) Anterior
Oblique(30 Degrees)+ Ap",Radiology,Excel Labs
360,20,1440,1800,62633,9,X-Ray Sacro illiac joint (S.I joint),Radiology,Excel Labs
290,20,1160,1450,62688,9,"X-Ray Sacro Illiac Joint (S.I Joint), Anterior Oblique(30
Degrees)",Radiology,Excel Labs
280,20,1120,1400,62709,9,"X-Ray Sacroillac Joint Complete, Oblique(Rt + Lt)",Radiology,Excel Labs
500,20,2000,2500,62690,9,"X-Ray Sacrum - Complete, Ap + Lateral",Radiology,Excel Labs
360,20,1440,1800,62691,9,X-Ray Scaphoid Bone Ap / Lt,Radiology,Excel Labs
420,20,1680,2100,62692,9,"X-Ray Scapula,  - Complete 1,  Ap + Lateral",Radiology,Excel Labs
360,20,1440,1800,62693,9,"X-Ray Shoulder, Ap",Radiology,Excel Labs
500,20,2000,2500,62694,9,"X-Ray Shoulder, Ap & Lat",Radiology,Excel Labs
360,20,1440,1800,62695,9,"X-Ray Shoulder, Lat",Radiology,Excel Labs
560,20,2240,2800,62697,9,"X-Ray Si Joint,  Complete 2",Radiology,Excel Labs
360,20,1440,1800,62696,9,"X-Ray Si Joint, - Basic",Radiology,Excel Labs
500,20,2000,2500,62611,9,X-Ray Skull Ap & Lat,Radiology,Excel Labs
360,20,1440,1800,62698,9,"X-Ray Skull, Ap",Radiology,Excel Labs
360,20,1440,1800,62699,9,"X-Ray Skull, Lat",Radiology,Excel Labs
360,20,1440,1800,62634,9,X-Ray Sky line view of Knee cap (Pattela),Radiology,Excel Labs
500,20,2000,2500,62700,9,"X-Ray Sternum - Complete, PA + Lateral",Radiology,Excel Labs
660,20,2640,3300,62701,9,X-Ray Temporomandibular Joint - Complete,Radiology,Excel Labs
500,20,2000,2500,62702,9,X-Ray Temporomandibular Joint - Left,Radiology,Excel Labs
500,20,2000,2500,62703,9,X-Ray Temporomandibular Joint - Right/Lt,Radiology,Excel Labs
420,20,1680,2100,62612,9,"X-Ray Thoracic,  Ap & Lat",Radiology,Excel Labs
500,20,2000,2500,62719,9,X-Ray Thoraco spine Ap & Lat,Radiology,Excel Labs
420,20,1680,2100,62704,9,"X-Ray Tibia And Fibula, - Complete,  Ap + Lateral",Radiology,Excel Labs
460,20,1840,2300,62705,9,"X-Ray Toe, Any Single Digit - Complete, Ap + Lateral",Radiology,Excel Labs
360,20,1440,1800,62717,9,X-Ray Wrist Ap,Radiology,Excel Labs
390,20,1560,1950,62706,9,"X-Ray Wrist,  - Basic - Left, Ap + Lateral",Radiology,Excel Labs
460,20,1840,2300,62616,9,"X-Ray Wrist, Ap & Lat",Radiology,Excel Labs
390,20,1560,1950,62707,9,"X-Ray Wrist, Child for Bone Age - Complete, PA Left Wrist +
Hand",Radiology,Excel Labs
120,20,480,600,62490,9,ZN (AFB) (Biopsy),Pathology,Excel Labs
254,20,1016,1270,57000,15,24 Hrs Creatinine Clearance,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
244,20,976,1220,56974,15,24 Hrs Urinary Amylase,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
134,20,536,670,57004,15,24 hrs urinary calcium,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
200,20,800,1000,57002,15,24 Hrs Urinary Creatinine,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
258,20,1032,1290,56981,15,24 HRS URINARY ELECTROLYTE,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
238,20,952,1190,57373,15,24 HRS URINARY MICRO ALBUMIN,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
136,20,544,680,56978,15,24 HRS URINARY PHOSPHORUS,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
136,20,544,680,56980,15,24 HRS URINARY POTASIUM,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
126,20,504,630,56999,15,24 Hrs Urinary Protein,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
136,20,544,680,56987,15,24 HRS URINARY SODIUM,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
126,20,504,630,57374,15,24 HRS URINARY UREA,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
136,20,544,680,56979,15,24 HRS URINARY URIC ACID,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
258,20,1032,1290,57375,15,24 HRS URINE MICRO ALBUMIN,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
309,10,2781,3090,57578,15,25 OH Vitamin D Total,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
309,10,2781,3090,26729,15,25 OH Vitamin D Total,Special,Dr. Essa’s Laboratory & Diagnostic Center 
209,10,1881,2090,40595,15,Abg's,Special,Dr. Essa’s Laboratory & Diagnostic Center 
209,10,1881,2090,57436,15,Abg's,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
229,10,2061,2290,26730,15,Acid Phosphate (Total),Special,Dr. Essa’s Laboratory & Diagnostic Center 
229,10,2061,2290,57625,15,Acid Phosphate (Total),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
198,20,792,990,57293,15,Activated Partial Thromboplastin Time (APTT),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
140,20,560,700,57357,15,Advance physiotherapy,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
92,20,368,460,57306,15,AFB Smear,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
300,10,2700,3000,57517,15,Airline Covid 19 Classic / RT PCR test,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
300,10,2700,3000,40610,15,Airline Covid 19 Classic / RT PCR test,Special,Dr. Essa’s Laboratory & Diagnostic Center 
300,10,2700,3000,57518,15,Airline COVID Rapid PCR/RT PCR,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
300,10,2700,3000,40611,15,Airline COVID Rapid PCR/RT PCR,Special,Dr. Essa’s Laboratory & Diagnostic Center 
450,10,4050,4500,26683,15,Airline: Covid Nucleic Acid Test+Certificate+Consent Form+Portal,Special,Dr. Essa’s Laboratory & Diagnostic Center 
450,10,4050,4500,57529,15,Airline: Covid Nucleic Acid Test+Certificate+Consent Form+Portal,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
98,20,392,490,56960,15,Albumin,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
209,10,1881,2090,26731,15,ALCOHOL (URINE),Special,Dr. Essa’s Laboratory & Diagnostic Center 
209,10,1881,2090,57620,15,ALCOHOL (URINE),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
98,20,392,490,56954,15,Alkaline Phosphatase,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
255,10,2295,2550,57596,15,Alpha Fetoprotein (AFP),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
255,10,2295,2550,26732,15,Alpha Fetoprotein (AFP),Special,Dr. Essa’s Laboratory & Diagnostic Center 
100,20,400,500,57011,15,Alveogel Dressing (Dry Socket) - [DEDS-0001],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
200,20,800,1000,57012,15,Alveogel Dressing (Dry Socket) - [DEDS-0002],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
300,20,1200,1500,57013,15,Alveogel Dressing (Dry Socket) - [DEDS-0003],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
400,20,1600,2000,57215,15,Alveogel Dressing (Dry Socket) - [DEDS-0004],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
400,20,1600,2000,57216,15,Alveogel Dressing (Dry Socket) - [DEDS-0205],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
1000,20,4000,5000,57014,15,Alveoloplasty (Per QUAD) - [DEDS-0004],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
1600,20,6400,8000,57015,15,Alveoloplasty (Per QUAD) - [DEDS-0005],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
2000,20,8000,10000,57016,15,Alveoloplasty (Per QUAD) - [DEDS-0006],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
450,10,4050,4500,57765,15,Ambulatory 24 Hours ECG (Holter) Monitoring Report,Radiology,Dr. Essa’s Laboratory & Diagnostic Center 
60,20,240,300,57419,15,AMVAX B,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
236,20,944,1180,56958,15,Amylase,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
460,10,4140,4600,26709,15,ANA / ENA Profile,Special,Dr. Essa’s Laboratory & Diagnostic Center 
460,10,4140,4600,57551,15,ANA / ENA Profile,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
320,10,2880,3200,57605,15,Anti CCP,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
320,10,2880,3200,26733,15,Anti CCP,Special,Dr. Essa’s Laboratory & Diagnostic Center 
249,10,2241,2490,57560,15,Anti DELTA (HDV Ab),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
249,10,2241,2490,26624,15,Anti DELTA (HDV Ab),Special,Dr. Essa’s Laboratory & Diagnostic Center 
367,10,3303,3670,57602,15,Anti ds DNA,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
367,10,3303,3670,26734,15,Anti ds DNA,Special,Dr. Essa’s Laboratory & Diagnostic Center 
225,10,2025,2250,57553,15,Anti HCV,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
225,10,2025,2250,26625,15,Anti HCV,Special,Dr. Essa’s Laboratory & Diagnostic Center 
140,10,1260,1400,40621,15,Anti HCV + HBs Ag,Special,Dr. Essa’s Laboratory & Diagnostic Center 
140,10,1260,1400,57565,15,Anti HCV + HBs Ag,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
1420,20,5680,7100,57241,15,ANTI-Aquaporin4 Antibodies,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
150,10,1350,1500,57438,15,Antibody Screening,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
150,10,1350,1500,27184,15,Antibody Screening,Special,Dr. Essa’s Laboratory & Diagnostic Center 
1200,20,4800,6000,57017,15,Apexification (Root Apex Treatment) - [DEDS-0007],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
1600,20,6400,8000,57018,15,Apexification (Root Apex Treatment) - [DEDS-0008],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
2000,20,8000,10000,57019,15,Apexification (Root Apex Treatment) - [DEDS-0009],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
3000,20,12000,15000,57020,15,Apicectomy (Complex) - [DEDS-0010],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
2000,20,8000,10000,57021,15,Apicectomy (Complex) - [DEDS-0011],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
3600,20,14400,18000,57022,15,Apicectomy (Complex) - [DEDS-0012],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
2000,20,8000,10000,57204,15,Apicectomy (Simple) - [DEDS-0013],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
90,20,360,450,57314,15,Ascitic Fluid AFB Smear,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
390,20,1560,1950,57248,15,Ascitic Fluid D/R,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
134,20,536,670,56988,15,Ascitic fluid for creatinine,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
340,20,1360,1700,57244,15,"Ascitic Fluid SSAG [Serum Ascitic Albumin Gradient], (Serum Albumin-Ascitic Albumin)",Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
105,10,945,1050,26735,15,ASOT,Special,Dr. Essa’s Laboratory & Diagnostic Center 
105,10,945,1050,57571,15,ASOT,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
2300,20,9200,11500,56927,15,ASSR (Auditory Steady State Response),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
218,20,872,1090,56922,15,Audiometry,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
500,20,2000,2500,56933,15,Audiometry (Camp),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
199,10,1791,1990,26736,15,B-12 (Serum),Special,Dr. Essa’s Laboratory & Diagnostic Center 
199,10,1791,1990,57597,15,B-12 (Serum),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
209,10,1881,2090,26673,15,Bacteriological Analysis (Swimming Pool),Special,Dr. Essa’s Laboratory & Diagnostic Center 
209,10,1881,2090,57500,15,Bacteriological Analysis (Swimming Pool),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
460,10,4140,4600,57503,15,Bacteriological Analysis of Disinfectant,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
460,10,4140,4600,26629,15,Bacteriological Analysis of Disinfectant,Special,Dr. Essa’s Laboratory & Diagnostic Center 
575,10,5175,5750,40609,15,Bacteriological Analysis of Flood Water,Special,Dr. Essa’s Laboratory & Diagnostic Center 
575,10,5175,5750,57516,15,Bacteriological Analysis of Flood Water,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
40,20,160,200,57400,15,BCG - (200),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
1300,20,5200,6500,56926,15,BERA (Brain Evoked Response),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
199,10,1791,1990,26737,15,Beta hCG,Special,Dr. Essa’s Laboratory & Diagnostic Center 
199,10,1791,1990,57593,15,Beta hCG,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
78,20,312,390,56944,15,Bicarbonate,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
98,20,392,490,56994,15,BILIRUBIN - (Serum),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
499,10,4491,4990,27168,15,Biopsy : Large Specimen,Special,Dr. Essa’s Laboratory & Diagnostic Center 
499,10,4491,4990,57442,15,Biopsy : Large Specimen,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
399,10,3591,3990,57441,15,Biopsy : Small Specimen,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
399,10,3591,3990,27169,15,Biopsy : Small Specimen,Special,Dr. Essa’s Laboratory & Diagnostic Center 
3000,20,12000,15000,57023,15,Bleaching (At home ) - [DEDS-0014],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
4000,20,16000,20000,57217,15,Bleaching (At home) - [DEDS-0206],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
4000,20,16000,20000,57024,15,Bleaching (In Office ) (Simple) - [DEDS-0015],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
5000,20,20000,25000,57025,15,Bleaching (In Office ) (Simple) - [DEDS-0016],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
6000,20,24000,30000,57026,15,Bleaching (In Office ) (Simple) - [DEDS-0017],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
5000,20,20000,25000,57205,15,Bleaching (In Office )(Complex) - [DEDS-0018],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
92,20,368,460,57302,15,Bleeding Time - BT,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
138,20,552,690,57276,15,Blood Group,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
10,20,40,50,57258,15,Blood Pressure,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
30,20,120,150,57005,15,BMD + Cholesterol,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
30,20,120,150,57006,15,BMD + Random Sugar (RBS),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
118,20,472,590,57257,15,BMI,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
2400,20,9600,12000,57027,15,Bone - [DEDS-0019],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
3000,20,12000,15000,57028,15,Bone - [DEDS-0020],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
4000,20,16000,20000,57029,15,Bone - [DEDS-0021],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
950,10,8550,9500,57434,15,Bone Marrow,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
950,10,8550,9500,27183,15,Bone Marrow,Special,Dr. Essa’s Laboratory & Diagnostic Center 
600,20,2400,3000,57422,15,Bone Mineral Density (BMD),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
450,10,4050,4500,57883,15,Breast (DC),Radiology,Dr. Essa’s Laboratory & Diagnostic Center 
320,10,2880,3200,57881,15,Breast (GC),Radiology,Dr. Essa’s Laboratory & Diagnostic Center 
380,10,3420,3800,57882,15,Breast (MC),Radiology,Dr. Essa’s Laboratory & Diagnostic Center 
500,10,4500,5000,57879,15,Breast Bilateral (Portable) (GC),Radiology,Dr. Essa’s Laboratory & Diagnostic Center 
580,10,5220,5800,57880,15,Breast Bilateral (Portable) (MC),Radiology,Dr. Essa’s Laboratory & Diagnostic Center 
620,10,5580,6200,57878,15,Breast Bilateral U/S (Portable) (DC),Radiology,Dr. Essa’s Laboratory & Diagnostic Center 
90,20,360,450,57322,15,Bronchial lavage,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
136,20,544,680,56939,15,BUN (Urea Nitrogen),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
169,10,1521,1690,57574,15,C-Reactive Protein - (CRP),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
169,10,1521,1690,26745,15,C-Reactive Protein - (CRP),Special,Dr. Essa’s Laboratory & Diagnostic Center 
399,10,3591,3990,57598,15,CA-125,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
399,10,3591,3990,26738,15,CA-125,Special,Dr. Essa’s Laboratory & Diagnostic Center 
126,20,504,630,56963,15,Calcium,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
160,10,1440,1600,27189,15,Cannabinoids,Special,Dr. Essa’s Laboratory & Diagnostic Center 
160,10,1440,1600,57430,15,Cannabinoids,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
398,20,1592,1990,56996,15,CARDIAC ENZYMES,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
6000,20,24000,30000,57030,15,Cast Partial Denture (Per Arch ) - [DEDS-0022],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
10000,20,40000,50000,57031,15,Cast Partial Denture (Per Arch ) - [DEDS-0023],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
16000,20,64000,80000,57032,15,Cast Partial Denture (Per Arch ) - [DEDS-0024],Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
152,20,608,760,57297,15,CBC (Horse),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
178,20,712,890,57287,15,CBC ESR PROFILE,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
18,20,72,90,57301,15,CBC for Dengue (Punjab),Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
138,20,552,690,57289,15,CBC profile,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
138,20,552,690,57294,15,CBC with Clozaril,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
345,10,3105,3450,40608,15,Cephalosporins Hypersensitivity Skin Test,Special,Dr. Essa’s Laboratory & Diagnostic Center 
345,10,3105,3450,57515,15,Cephalosporins Hypersensitivity Skin Test,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
250,10,2250,2500,57742,15,Chest,Radiology,Dr. Essa’s Laboratory & Diagnostic Center 
300,10,2700,3000,57745,15,Chest (DC),Radiology,Dr. Essa’s Laboratory & Diagnostic Center 
350,10,3150,3500,57631,15,Chikugunya Fever IgG/IgM,Pathology,Dr. Essa’s Laboratory & Diagnostic Center 
